poster_user_id	post_type	question_id	is_answered	question_title	answer_count	view_count	answer_id	answer_creation_date	is_accepted	question_creation_date
10847516	question	58684637	False	&#39;Client&#39; object has no attribute &#39;accept_invite&#39;	0	14	0	0	na	1572815217
9245359	question	58684635	False	Visual Studio Code Python load own modules	0	14	0	0	na	1572815198
11483646	answer	58684378	na	na	na	na	58684447	1572813753	no	na
3799759	answer	58684378	na	na	na	na	58684455	1572813800	no	na
4876561	answer	58684378	na	na	na	na	58684460	1572813834	no	na
4518341	answer	58684378	na	na	na	na	58684464	1572813859	no	na
12046409	answer	58684378	na	na	na	na	58684560	1572814726	no	na
2824624	question	58684378	False	Finding a maximum value in a file	5	43	0	0	na	1572813302
11702596	question	58684617	False	Problem with matplotlib (anaconda) update	0	8	0	0	na	1572815079
12308709	question	58684614	False	Shifting a list	0	13	0	0	na	1572815074
3180151	answer	58684307	na	na	na	na	58684410	1572813525	yes	na
12317194	question	58684307	True	Deposit and Withdraw on Account	1	24	0	0	na	1572812743
12291108	question	58621993	False	Skipping turn in RPG game in Python	0	34	0	0	na	1572427004
9406886	question	58684596	False	Stuck with a type error Unhashable type:set wikipedia api	0	12	0	0	na	1572814958
1259561	answer	58584359	na	na	na	na	58636415	1572491383	no	na
6651736	answer	58584359	na	na	na	na	58684569	1572814799	yes	na
6651736	question	58584359	True	GradienTape convergence much slower than Keras.model.fit	2	122	0	0	na	1572219945
3674263	question	58684562	False	Use existing ModelSerializer with JSONResponse	0	9	0	0	na	1572814740
2855515	answer	58619155	na	na	na	na	58684561	1572814735	no	na
10305949	question	58619155	False	How can i avoid to get OSError: [Errno 9] Bad file descriptor using ibapi?	1	30	0	0	na	1572412691
10426037	answer	58681380	na	na	na	na	58681685	1572795124	no	na
7388477	answer	58681380	na	na	na	na	58681704	1572795246	no	na
12023542	question	58681380	True	Generate the date based on the more than 1 constraint	2	39	0	0	na	1572793087
2789788	question	58674912	False	How to use Flask with Bokeh server to organise multiple plots?	0	16	0	0	na	1572725628
12299131	question	58632036	False	ADF test on entire Pandas Dataframe in Python	0	17	0	0	na	1572461708
12295935	question	58683116	False	Time series data excel import with a fixed freq = 52 for every year(irrespective of leap year) in python	0	11	0	0	na	1572804339
2296835	answer	30550774	na	na	na	na	30551250	1433018927	no	na
7432	answer	30550774	na	na	na	na	30586290	1433211521	yes	na
3183939	answer	30550774	na	na	na	na	36357132	1459515812	no	na
12263311	answer	30550774	na	na	na	na	58684536	1572814451	no	na
821141	question	30550774	True	How to left justify Python tkinter grid columns while filling entire cell	4	21483	0	0	na	1433016011
8395547	answer	58684488	na	na	na	na	58684529	1572814387	no	na
3799759	answer	58684488	na	na	na	na	58684530	1572814402	no	na
8961515	question	58684488	True	Python 3.7.2: IndexError: list index out of range	2	22	0	0	na	1572814081
6343414	question	58637035	False	Can you reassign a python object to an object at a different memory address?	0	35	0	0	na	1572497077
1220305	answer	58682877	na	na	na	na	58683317	1572805575	no	na
7777070	answer	58682877	na	na	na	na	58683340	1572805732	no	na
12245924	question	58682877	False	Pandas - Number of Months Between Two Dates in Month year format	2	14	0	0	na	1572802873
10133797	question	58675856	False	Why does stacking CNN wreck reproducibility (even with seed &amp; CPU)?	0	34	0	0	na	1572733745
7633014	question	58684388	False	Regex &quot;findall&quot; + the next seven characters	0	22	0	0	na	1572813362
12315998	question	58680951	False	Collatz sequence without return statement	0	12	0	0	na	1572790070
6289601	question	58682909	False	Why does Mallet LDA give poor results when then Gensim version doesn&#39;t?	0	12	0	0	na	1572803029
9132403	question	58684494	False	How to parse poorly formatted text file with python?	0	27	0	0	na	1572814108
3853907	answer	58638427	na	na	na	na	58684476	1572813959	no	na
3853907	question	58638427	True	Flask - Cannot find Blueprint templates on Google App Engine	1	49	0	0	na	1572505993
11804213	question	58684468	False	How to Get Int from JS Prompt Using Selenium in Python	0	16	0	0	na	1572813914
3566606	answer	58683522	na	na	na	na	58683750	1572808563	no	na
12316863	question	58683522	False	Find out class etc. of object that another class was instantiated within as an attribute	1	30	0	0	na	1572807000
3589609	answer	54726803	na	na	na	na	54726830	1550345229	no	na
4015404	answer	54726803	na	na	na	na	54726856	1550345382	no	na
3311799	answer	54726803	na	na	na	na	54726913	1550345753	no	na
4210656	answer	54726803	na	na	na	na	54727254	1550348193	no	na
8973620	answer	54726803	na	na	na	na	54727543	1550350333	no	na
11658740	answer	54726803	na	na	na	na	56630466	1560771275	no	na
Sangam Prasad Yadav54726803	answer	54726803	na	na	na	na	58683838	1572809157	no	na
3740094	question	54726803	True	Using lambda inside a function	7	813	0	0	na	1550344971
11432434	answer	58680838	na	na	na	na	58684435	1572813674	no	na
12240742	question	58680838	False	How can I print the last line of code on a seperate line?	1	21	0	0	na	1572789350
1405065	answer	58684314	na	na	na	na	58684423	1572813616	no	na
12317203	question	58684314	False	how to read lines in sequence continuously in python	1	16	0	0	na	1572812823
8820675	question	58684047	False	syntax error in python files when running buildozer to convert kivy project into apk	0	12	0	0	na	1572810729
8431111	answer	58681250	na	na	na	na	58684409	1572813524	no	na
5858667	question	58681250	False	Why can&#39;t my Python server handle data from multiple clients simultaneously using select.select()?	1	20	0	0	na	1572792256
10855168	question	58684408	False	How to fix dictionary out-of-range error in &quot;XOR&quot;?	0	22	0	0	na	1572813518
5986907	question	58683819	False	Scala&#39;s sealed in python	0	23	0	0	na	1572809031
7804314	answer	58684012	na	na	na	na	58684264	1572812400	no	na
1264304	answer	58684012	na	na	na	na	58684359	1572813211	no	na
7804314	question	58684012	False	Python-Docker container cannot connect to MariaDB-Docker container	2	19	0	0	na	1572810472
7432	answer	58676258	na	na	na	na	58684402	1572813459	no	na
11564639	question	58676258	False	ttk.Combobox - dropdown box not displaying when clicked	1	29	0	0	na	1572738341
5509968	answer	34977388	na	na	na	na	40147524	1476946786	yes	na
2178809	answer	34977388	na	na	na	na	48374671	1516595250	no	na
9061327	answer	34977388	na	na	na	na	49828776	1523689043	no	na
4228709	answer	34977388	na	na	na	na	51875907	1534418664	no	na
Massimiliano Caranzano34977388	answer	34977388	na	na	na	na	52154054	1535995220	no	na
5286625	question	34977388	True	matplotlib: RuntimeError: Python is not installed as a framework	5	17551	0	0	na	1453648239
12317264	answer	51759237	na	na	na	na	58684382	1572813325	no	na
6106508	question	51759237	False	Read h5 file using AWS S3 s3fs/boto3	1	369	0	0	na	1533791382
9704615	question	58684376	False	Replacing/modifying traceback in exception	0	7	0	0	na	1572813292
8431111	answer	58681240	na	na	na	na	58684367	1572813247	no	na
12252497	question	58681240	False	share functions between two files	1	28	0	0	na	1572792205
435129	answer	30155551	na	na	na	na	30155677	1431285610	no	na
525341	answer	30155551	na	na	na	na	31885471	1438976632	no	na
117242	answer	30155551	na	na	na	na	33231319	1445328608	no	na
2198632	answer	30155551	na	na	na	na	38564424	1469439836	no	na
1112124	answer	30155551	na	na	na	na	40123576	1476857754	no	na
1114907	answer	30155551	na	na	na	na	41524439	1483810703	no	na
4877388	answer	30155551	na	na	na	na	52043078	1535385694	no	na
2142577	answer	30155551	na	na	na	na	58684358	1572813200	yes	na
435129	question	30155551	True	Python in Browser: How to choose between Brython, PyPy.js, Skulpt and Transcrypt?	8	23766	0	0	na	1431284915
1305461	answer	58675946	na	na	na	na	58676090	1572736477	yes	na
11301900	answer	58675946	na	na	na	na	58677824	1572761386	no	na
11643870	question	58675946	True	How to get where the binary representation is 1?	2	87	0	0	na	1572734771
5823581	answer	35003138	na	na	na	na	35003181	1453759011	no	na
5721740	answer	35003138	na	na	na	na	45795323	1503312889	no	na
27302	answer	35003138	na	na	na	na	46006594	1504292970	no	na
3299394	answer	35003138	na	na	na	na	48269724	1516045681	no	na
7822972	answer	35003138	na	na	na	na	49291619	1521088204	no	na
5770144	question	35003138	True	Python Pandas inferring column datatypes	5	6381	0	0	na	1453758843
2436862	answer	58681666	na	na	na	na	58684348	1572813104	no	na
11816060	question	58681666	False	Multiple Linear Regression in Python?	1	32	0	0	na	1572795050
3249782	answer	58684015	na	na	na	na	58684143	1572811466	no	na
12317140	question	58684015	False	addition to an int in multidimensional array	1	31	0	0	na	1572810479
11914067	answer	58683690	na	na	na	na	58683762	1572808597	yes	na
11974225	question	58683690	True	How to get the folder name from path string and add it to a new column in pandas dataframe?	1	24	0	0	na	1572808106
11278464	question	56153911	False	Click: Trying to pass class from command to subcommand	0	86	0	0	na	1557937925
12315415	question	58679308	False	Can&#39;t find the solution for this task, help me please	0	43	0	0	na	1572777284
12317065	question	58683892	False	Running a repeat function after reading it in from a file	0	47	0	0	na	1572809571
12312740	question	58672778	False	how to extrapolate time series data until area under curve equals 1?	0	32	0	0	na	1572710504
10798114	answer	58679619	na	na	na	na	58679721	1572780636	no	na
12315479	answer	58679619	na	na	na	na	58681016	1572790496	no	na
12315479	question	58679619	True	Is there any way to insert data at the bottom of the table?	2	63	0	0	na	1572779658
2298785	question	57204610	False	Capturing Python Logging Output in Pytest	0	63	0	0	na	1564065622
11075914	question	58684260	False	Unable to import factor analyzer Spyder 3.3.6 Python via Conda	0	9	0	0	na	1572812375
8381946	answer	58627212	na	na	na	na	58628014	1572446925	no	na
5957682	question	58627212	True	Load balance client connections across network of ActiveMQ brokers	1	22	0	0	na	1572444482
4025319	answer	56967444	na	na	na	na	56969403	1562756863	yes	na
10405526	question	56967444	True	Finding intersection point of incomplete circle with python	1	58	0	0	na	1562750387
11124453	question	57313554	False	How to fix gym.spaces MultiBinary error with assertion	0	27	0	0	na	1564677821
4888922	question	58684278	False	Calculate value_counts for multiple independent columns grouped within a set of other grouping variables efficiently	0	14	0	0	na	1572812563
11945002	question	57593895	False	Why is &quot;insert into&quot; inside stored procedure not working from python?	0	59	0	0	na	1566397505
12129146	answer	58638309	na	na	na	na	58638390	1572505861	no	na
5771269	answer	58638309	na	na	na	na	58684258	1572812347	no	na
9584441	question	58638309	False	Index out of range in fibonacci using dynamic programming	2	26	0	0	na	1572505488
12102753	answer	58683846	na	na	na	na	58683989	1572810363	no	na
7211815	answer	58683846	na	na	na	na	58684055	1572810820	no	na
12317081	question	58683846	True	Find list elements that do not contain any of the characters ( . - \ / )	2	40	0	0	na	1572809183
39155	answer	1871524	na	na	na	na	1871557	1260332585	no	na
95810	answer	1871524	na	na	na	na	1871568	1260332845	no	na
213464	answer	1871524	na	na	na	na	1872081	1260341798	no	na
233467	answer	1871524	na	na	na	na	6083329	1305999000	no	na
614880	answer	1871524	na	na	na	na	12738863	1349405735	no	na
3169961	answer	1871524	na	na	na	na	21679973	1392042859	no	na
1767409	answer	1871524	na	na	na	na	21842560	1392686364	no	na
4009861	answer	1871524	na	na	na	na	28246154	1422659487	no	na
3322400	answer	1871524	na	na	na	na	36818582	1461464243	no	na
2861681	answer	1871524	na	na	na	na	37307324	1463595562	no	na
1643061	answer	1871524	na	na	na	na	38328234	1468324562	no	na
6643406	answer	1871524	na	na	na	na	40906646	1480583875	no	na
1664681	answer	1871524	na	na	na	na	41112670	1481594702	no	na
3768804	answer	1871524	na	na	na	na	41879289	1485451299	no	na
1558126	answer	1871524	na	na	na	na	47338089	1510862215	no	na
9728893	answer	1871524	na	na	na	na	51098845	1530265371	no	na
10382339	answer	1871524	na	na	na	na	52394083	1537302153	no	na
4960010	answer	1871524	na	na	na	na	53490716	1543275640	no	na
11164042	answer	1871524	na	na	na	na	55038493	1551944558	no	na
7484853	answer	1871524	na	na	na	na	55038565	1551944873	no	na
10857021	answer	1871524	na	na	na	na	56634427	1560785263	no	na
473201	answer	1871524	na	na	na	na	57228641	1564193565	no	na
8727965	answer	1871524	na	na	na	na	57805089	1567685045	no	na
7758804	answer	1871524	na	na	na	na	58648286	1572541944	no	na
227684	question	1871524	True	How can I convert JSON to CSV?	24	399950	0	0	na	1260331597
9844113	answer	58675242	na	na	na	na	58682090	1572797791	no	na
4657412	answer	58675242	na	na	na	na	58683436	1572806432	no	na
9844113	question	58675242	False	Build a PyObject* with a C Object pointer	2	39	0	0	na	1572728281
12313986	question	58683626	False	How do I resolve a PyInstaller error related to win32types?	0	11	0	0	na	1572807634
2248997	question	58432408	False	Prometheus Flask exporter with __main__	0	20	0	0	na	1571314398
504554	answer	58679512	na	na	na	na	58681879	1572796495	yes	na
1424074	question	58679512	True	on_disconnect isn&#39;t being triggered python	1	20	0	0	na	1572778823
535275	answer	58684049	na	na	na	na	58684081	1572811049	no	na
5675617	answer	58684049	na	na	na	na	58684200	1572811874	no	na
11045306	question	58684049	False	Matrix code not working even is similar to other	2	14	0	0	na	1572810754
11353147	question	58682965	False	How to connect to LogFileEventConsumer class when creating a wmi permanent event subscription using python wmi module	0	5	0	0	na	1572803387
10638589	question	58684195	False	Kivy Program Youtube Tutorial	0	13	0	0	na	1572811845
6901690	answer	58504305	na	na	na	na	58672341	1572707287	yes	na
5859283	answer	58504305	na	na	na	na	58684187	1572811756	no	na
2228912	question	58504305	True	Image semantic segmentation of repeating patterns without CNNs	2	101	0	0	na	1571747292
1967571	answer	58544357	na	na	na	na	58684176	1572811699	no	na
12269554	question	58544357	False	Plot spectograms for all .wav files in a folder using python (in jupyter notebook)	1	9	0	0	na	1571930174
3874623	answer	58684089	na	na	na	na	58684138	1572811425	no	na
104349	answer	58684089	na	na	na	na	58684152	1572811503	yes	na
12207346	question	58684089	True	Access item in class list	2	27	0	0	na	1572811075
4603589	question	58684151	False	Flask SQLAlchemy update with setattr() vs self.__dict__	0	8	0	0	na	1572811496
12038214	question	58684146	False	Fatal error C1083: Cannot open include file: &#39;ft2build.h&#39;: No such file or directory	0	5	0	0	na	1572811477
2846923	answer	55514435	na	na	na	na	58683231	1572804952	no	na
7034613	question	55514435	False	Keras CuDNNLSTM implicit activation function?	1	157	0	0	na	1554376114
1126841	answer	58683503	na	na	na	na	58683563	1572807232	yes	na
9138713	question	58683503	True	Python Object Oriented	1	26	0	0	na	1572806898
12075658	question	58682225	False	How can I make my OpenCV code work without becoming stuck	0	21	0	0	na	1572798606
2891324	answer	58683675	na	na	na	na	58684046	1572810707	no	na
12282702	question	58683675	False	How to manipulate tfds.load() datasets correctly in tensorflow 2.x?	1	22	0	0	na	1572807999
12316987	question	58683603	False	Which is the best way to Make graphs from information from Dataframe	0	12	0	0	na	1572807493
10526677	question	58668255	False	Is there an example SQLAlchemy UserDefinedType for Microsoft SQL Server Geography/Geometry Types?	0	31	0	0	na	1572669299
11914067	answer	58683596	na	na	na	na	58683619	1572807614	no	na
12304914	question	58683596	True	Import something by its name	1	18	0	0	na	1572807443
10043577	answer	58682026	na	na	na	na	58684098	1572811194	no	na
8853652	question	58682026	False	Failed to find data adapter that can handle input: &lt;class &#39;numpy.ndarray&#39;&gt;, (&lt;class &#39;list&#39;&gt; containing values of types {&quot;&lt;class &#39;int&#39;&gt;&quot;})	1	25	0	0	na	1572797371
9081267	answer	58683449	na	na	na	na	58683533	1572807055	yes	na
7964527	answer	58683449	na	na	na	na	58683889	1572809552	no	na
5606352	question	58683449	True	Concat dataframes in sequential manner	2	36	0	0	na	1572806502
12102753	answer	58683700	na	na	na	na	58683831	1572809122	yes	na
4834	answer	58683700	na	na	na	na	58684027	1572810586	no	na
10604049	question	58683700	True	Don&#39;t understand why my code giving me an IndexError	2	33	0	0	na	1572808159
7311767	answer	58627702	na	na	na	na	58684060	1572810838	no	na
10825556	question	58627702	False	Testing a sever launching cli application - Python, Flask	1	29	0	0	na	1572445972
1774657	answer	48000761	na	na	na	na	48000917	1514428045	no	na
1619003	answer	48000761	na	na	na	na	58684066	1572810922	no	na
7803545	question	48000761	True	List submodules of a python module	2	2018	0	0	na	1514426540
8873120	answer	58683300	na	na	na	na	58683561	1572807225	yes	na
8501277	question	58683300	True	how to install venv with pip	1	42	0	0	na	1572805472
6770881	question	58669209	False	print ID3 in some depths in python without using packages	0	10	0	0	na	1572680844
104349	answer	58683984	na	na	na	na	58684052	1572810795	yes	na
3035850	question	58683984	True	How can I efficiently concatenate two nested ForiegnKey relationships?	1	13	0	0	na	1572810339
11163122	question	58652569	False	Python running MessageQueue.Peek via win32com, how to get timeout right?	0	13	0	0	na	1572566252
12206276	question	58683701	False	Clustering a n-dimensional feature vector	0	19	0	0	na	1572808161
1569491	answer	58684021	na	na	na	na	58684039	1572810674	no	na
12317151	question	58684021	False	django-admin startapp v/s python manage.py startapp	1	15	0	0	na	1572810546
3799759	answer	58683192	na	na	na	na	58683908	1572809682	yes	na
12316845	question	58683192	True	How can I print specific integer variables in a nested dictionary by using Python?	1	36	0	0	na	1572804754
10415970	question	58683980	False	How to make Dynamic Slug URL in Django with &lt;slug: &gt; URL Dispatcher	0	6	0	0	na	1572810320
918558	answer	58524428	na	na	na	na	58614211	1572377405	no	na
842935	answer	58524428	na	na	na	na	58614958	1572380942	yes	na
3848833	answer	58524428	na	na	na	na	58683975	1572810260	no	na
1078232	question	58524428	True	Is there a way to create a unique id over 2 fields?	3	155	0	0	na	1571838649
7505395	answer	55443046	na	na	na	na	55443093	1554050431	no	na
11107912	question	55443046	True	What is &quot;--snip--&#39; in python?	1	769	0	0	na	1554050069
2424980	answer	58683816	na	na	na	na	58683853	1572809250	yes	na
12312198	question	58683816	True	How to clean up text data in a pandas dataframe column	1	22	0	0	na	1572809014
9910699	answer	58683665	na	na	na	na	58683880	1572809488	no	na
10604811	question	58683665	False	All module imports fail - using python and raspberry pi	1	21	0	0	na	1572807930
4692271	question	58683876	False	How to combine other data with image data in convolution network	0	14	0	0	na	1572809434
2502999	answer	58676580	na	na	na	na	58683709	1572808217	no	na
2502999	question	58676580	False	Naive Bayes, Text Analysis, SKLearn	1	29	0	0	na	1572742513
6197439	question	58683865	False	Using matplotlib annotation as dimension lines (arrowhead positions)?	0	12	0	0	na	1572809336
12231431	question	58683856	False	Pandas Merging Dataframes on Multiple Columns	0	24	0	0	na	1572809264
550094	answer	58683476	na	na	na	na	58683531	1572807046	no	na
167107	answer	58683476	na	na	na	na	58683578	1572807343	no	na
7136195	answer	58683476	na	na	na	na	58683652	1572807830	no	na
12316556	answer	58683476	na	na	na	na	58683849	1572809215	no	na
12022464	question	58683476	True	How to display a string in lines of 10 character	4	43	0	0	na	1572806708
5406492	question	58683728	False	Heroku python install pre-requirements before main requirements	0	20	0	0	na	1572808386
12310091	question	58681846	False	How to optimize code to run faster in python?	0	35	0	0	na	1572796310
3107689	answer	58683337	na	na	na	na	58683625	1572807632	no	na
10824296	question	58683337	False	How to save Sqlite (python) data after existing Pycharm?	1	13	0	0	na	1572805708
11782420	question	58683836	False	Flask Modal not working when table is empty	0	16	0	0	na	1572809146
8378737	question	58683834	False	Find similar images in a large dataset	0	10	0	0	na	1572809136
4523977	answer	58668588	na	na	na	na	58673611	1572716379	no	na
12298618	question	58668588	True	How to get Bird&#39;s Eye View from KITTI by Projection Matrix?	1	36	0	0	na	1572673725
6160292	question	58683823	False	Invalid model name in action definition in Odoo 12	0	12	0	0	na	1572809065
11849444	question	58682870	False	run terminal commands in spyder ipython console	0	15	0	0	na	1572802762
978288	question	58683788	False	Gtk: How to detect the mouse position over EventBox?	0	9	0	0	na	1572808784
10971439	answer	58681191	na	na	na	na	58683786	1572808762	no	na
10147434	question	58681191	False	python Packaging and distributing projects	1	20	0	0	na	1572791890
8431111	answer	58682465	na	na	na	na	58682558	1572800744	no	na
12316599	question	58682465	False	Opening a text file for use in spyder	1	15	0	0	na	1572800068
12070327	question	58682820	False	How do I flip the 2D plots of this Python code using numpy.transpose()?	0	26	0	0	na	1572802436
6694620	question	58609104	False	How to develop an AWS Amplify app using Python	0	30	0	0	na	1572358125
668624	question	58682422	False	Jupyter Notebook dead kernal and Anaconda-Navigator fails to launch after R environment installation via Anaconda-Navigator	0	18	0	0	na	1572799784
7348681	answer	58682579	na	na	na	na	58683722	1572808335	no	na
7348681	question	58682579	False	Pybind11: Problem of conversion of numpy array in C++ using Pybind11	1	21	0	0	na	1572800879
353337	answer	39697016	na	na	na	na	58683716	1572808280	no	na
2677702	question	39697016	False	Can&#39;t undertand this behavior of dblquad	1	41	0	0	na	1474874946
2761682	answer	58655399	na	na	na	na	58682939	1572803256	no	na
2761682	question	58655399	False	How to use user / password auth for Active Directory account with pyodbc on linux	1	37	0	0	na	1572591988
3171	answer	41547	na	na	na	na	41555	1220444914	no	na
2696	answer	41547	na	na	na	na	41558	1220445118	yes	na
3355	answer	41547	na	na	na	na	41560	1220445211	no	na
23457	answer	41547	na	na	na	na	269249	1225987503	no	na
50841	answer	41547	na	na	na	na	1064621	1246378469	no	na
592065	answer	41547	na	na	na	na	4815619	1296126912	no	na
444966	answer	41547	na	na	na	na	11878636	1344497338	no	na
11078019	answer	41547	na	na	na	na	58683713	1572808254	no	na
3355	question	41547	True	Always including the user in the django template context	8	27451	0	0	na	1220444564
8876606	answer	58682526	na	na	na	na	58683207	1572804811	no	na
12315882	question	58682526	False	How to create a 2D array in Python where each column has a different and random number of elements	1	34	0	0	na	1572800506
12102753	answer	58683465	na	na	na	na	58683693	1572808111	no	na
12036408	question	58683465	False	Deleting duplicate elements in a array	1	22	0	0	na	1572806619
391161	question	58683680	False	Is it possible to get bit-wise-deterministic output from `pipenv sync` on the same machine in the same directory?	0	7	0	0	na	1572808046
3789550	answer	58681825	na	na	na	na	58681868	1572796445	no	na
12316371	question	58681825	True	Is it necessary to use constructor in override method in python	1	18	0	0	na	1572796190
3299524	answer	39742924	na	na	na	na	42661627	1488938244	no	na
353337	answer	39742924	na	na	na	na	58683670	1572807975	no	na
1571823	question	39742924	False	optimazing python quad using ctypes	2	106	0	0	na	1475053963
5025009	answer	58683610	na	na	na	na	58683615	1572807596	yes	na
10114444	question	58683610	True	Error when calling model.labels in KMeans	1	11	0	0	na	1572807561
1358308	answer	58683095	na	na	na	na	58683664	1572807913	no	na
6359502	question	58683095	False	Draw samples from KDE based on empirical data (to calculate entropy)	1	7	0	0	na	1572804191
7252346	answer	41430144	na	na	na	na	41430668	1483376646	no	na
3822090	answer	41430144	na	na	na	na	41431399	1483380440	yes	na
353337	answer	41430144	na	na	na	na	58683643	1572807778	no	na
7248647	question	41430144	True	Python: Evaluating Integral for array	3	216	0	0	na	1483373974
9081267	answer	58683389	na	na	na	na	58683639	1572807742	yes	na
12021183	question	58683389	True	How to find occurrences of values in a different column in Python?	1	31	0	0	na	1572806047
8900683	answer	58534190	na	na	na	na	58621829	1572426437	no	na
8371133	answer	58534190	na	na	na	na	58683633	1572807702	no	na
10335	question	58534190	True	How to use a .SAS or SPS metadata file to read a CSV as a Pandas dataframe?	2	77	0	0	na	1571891596
9546317	question	58676448	False	How to differentiate an array using sympy and numpy always returning an array even when the partial derivatives are constant?	0	24	0	0	na	1572740840
11594778	answer	58679464	na	na	na	na	58679580	1572779366	yes	na
10857616	answer	58679464	na	na	na	na	58679585	1572779397	no	na
9205551	answer	58679464	na	na	na	na	58683629	1572807665	no	na
12313243	question	58679464	True	fibonacci doesn&#39;t output 0	3	38	0	0	na	1572778493
3368845	answer	26855293	na	na	na	na	27109373	1416846121	no	na
1940850	answer	26855293	na	na	na	na	53104729	1541087341	no	na
11495760	answer	26855293	na	na	na	na	56133534	1557846392	no	na
4212267	question	26855293	True	Pygame on Ubuntu Python 3	3	730	0	0	na	1415664211
6855531	answer	58677228	na	na	na	na	58677298	1572753056	no	na
7311767	answer	58677228	na	na	na	na	58683591	1572807419	no	na
791672	question	58677228	False	How do you define control flow in a click CLI in Python based on a single option and pass the rest to another command?	2	26	0	0	na	1572751966
12124947	question	58683612	False	Error when importing Tensorflow in my project	0	13	0	0	na	1572807580
164233	answer	58658446	na	na	na	na	58683601	1572807479	no	na
7205641	question	58658446	False	cx_freeze build .exe file produces ModuleNotFoundError: No module named &#39;http.cookies&#39;	1	10	0	0	na	1572607560
4626254	answer	56335748	na	na	na	na	57500134	1565807028	yes	na
4626254	question	56335748	True	Pycharm - Process finished with exit code 134 (interrupted by signal 6: SIGABRT) error	1	727	0	0	na	1559022612
2722504	question	58683524	False	Matplotlib: how to show error bars with all values shown	0	16	0	0	na	1572807011
12285264	question	58683580	False	How to filter mongodb cursor result using python?	0	9	0	0	na	1572807359
9251158	question	58683446	False	How to restart Selenium Gecko driver (HTTPConnectionPool(host=&#39;127.0.0.1&#39;, port=...): Read timed out.)?	0	10	0	0	na	1572806486
190597	answer	3952543	na	na	na	na	3952550	1287304255	yes	na
133498	question	3952543	True	python and sqlite - escape input	1	6104	0	0	na	1287304075
5747415	answer	58549632	na	na	na	na	58683569	1572807261	no	na
12075149	question	58549632	False	How to get coverage for a unittest inside a for-loop?	1	18	0	0	na	1571954182
2692704	answer	43913256	na	na	na	na	53966251	1546051167	no	na
1001643	answer	43913256	na	na	na	na	58683139	1572804438	no	na
876937	question	43913256	True	Understanding subclassing of JSONEncoder	2	2005	0	0	na	1494499720
4631856	answer	28852841	na	na	na	na	28853163	1425468104	yes	na
2956066	answer	28852841	na	na	na	na	42308688	1487371624	no	na
7483026	answer	28852841	na	na	na	na	42332100	1487534010	no	na
6903298	answer	28852841	na	na	na	na	46545160	1507035354	no	na
5031057	answer	28852841	na	na	na	na	46696428	1507751563	no	na
7245020	answer	28852841	na	na	na	na	52282109	1536690512	no	na
1833854	question	28852841	True	Install Anaconda on Ubuntu (or Linux) via command line	6	18575	0	0	na	1425467063
10160787	question	58682789	False	Specific number of input elements in a list	0	33	0	0	na	1572802216
4458464	answer	27886606	na	na	na	na	28014749	1421614841	no	na
3091216	question	27886606	True	Using Pymodbus TCP Client implementaion	1	8203	0	0	na	1420976386
12022397	answer	58682779	na	na	na	na	58682811	1572802380	no	na
5320906	answer	58682779	na	na	na	na	58682822	1572802442	no	na
12150884	answer	58682779	na	na	na	na	58683077	1572804043	no	na
11764496	question	58682779	True	How to replace/delete a string in python	3	34	0	0	na	1572802172
9081267	answer	58683101	na	na	na	na	58683441	1572806468	yes	na
11852936	question	58683101	True	Remove phrase and parenthesis and sort the data frame	1	16	0	0	na	1572804235
10249980	question	58682818	False	Issue while sending response for multiple data in Django Get	0	12	0	0	na	1572802410
12290376	question	58683159	False	TypeError: can only concatenate list (not &quot;str&quot;)	0	18	0	0	na	1572804559
9875493	question	58683377	False	Cannot save EXIF data to a file	0	16	0	0	na	1572805991
2436862	answer	58631778	na	na	na	na	58633115	1572466988	no	na
5179748	answer	58631778	na	na	na	na	58683371	1572805971	no	na
11006929	question	58631778	True	Fit a Gaussian which must use the provided mean in python	2	28	0	0	na	1572460563
1199	answer	68645	na	na	na	na	68672	1221529866	yes	na
10739	answer	68645	na	na	na	na	68747	1221530565	no	na
1943957	answer	68645	na	na	na	na	68770	1221530749	no	na
10840	answer	68645	na	na	na	na	69067	1221534248	no	na
14794	answer	68645	na	na	na	na	79840	1221624068	no	na
14351	answer	68645	na	na	na	na	81002	1221638782	no	na
27098	answer	68645	na	na	na	na	8201368	1321790783	no	na
905418	answer	68645	na	na	na	na	9613563	1331186765	no	na
1261677	answer	68645	na	na	na	na	15117875	1361984443	no	na
2209576	answer	68645	na	na	na	na	15644143	1364320579	no	na
717357	answer	68645	na	na	na	na	24553443	1404389687	no	na
2437514	answer	68645	na	na	na	na	27568860	1419002196	no	na
208880	answer	68645	na	na	na	na	36216964	1458896545	no	na
2026508	answer	68645	na	na	na	na	41413059	1483239368	no	na
5483135	answer	68645	na	na	na	na	42392246	1487768473	no	na
8586227	answer	68645	na	na	na	na	46335281	1505966657	no	na
6136001	answer	68645	na	na	na	na	53775598	1544774502	no	na
5387972	answer	68645	na	na	na	na	58683325	1572805629	no	na
2246	question	68645	True	Are static class variables possible in Python?	18	1133936	0	0	na	1221529596
4321091	question	58683322	False	How to connect to sftp server using paramiko?	0	13	0	0	na	1572805620
11731732	answer	56860180	na	na	na	na	56862642	1562125495	no	na
9328846	answer	56860180	na	na	na	na	56879016	1562196316	yes	na
